	Recording timestamp	Eye movement type index	Gaze event duration	Fixation point X	Fixation point Y	target	phone_x	phone_y
86	1407337.0	1979	200.0	1180.0	38.0	surroundings		
87	1407977.0	1980	680.0	1157.0	71.0	surroundings		
88	1408517.0	1981	120.0	832.0	28.0	surroundings		
89	1408787.0	1982	220.0	674.0	74.0	building		
90	1408996.0	1983	160.0	631.0	109.0	building		
91	1409566.0	1984	220.0	900.0	300.0	surroundings		
92	1409746.0	1985	100.0	859.0	212.0	surroundings		
93	1410086.0	1986	260.0	1215.0	72.0	surroundings		
94	1410426.0	1987	340.0	1257.0	158.0	surroundings		
95	1410926.0	1988	100.0	850.0	290.0	surroundings		
96	1411086.0	1989	180.0	929.0	323.0	surroundings		
97	1411326.0	1990	220.0	1104.0	374.0	surroundings		
98	1414015.0	1991	680.0	1024.0	409.0	cell phone	0.6103801415803795	0.4298766527253064
99	1415135.0	1992	1540.0	961.0	265.0	others		
100	1416655.0	1993	1460.0	949.0	309.0	surroundings		
101	1417924.0	1994	260.0	686.0	170.0	surroundings		
102	1418614.0	1995	680.0	1001.0	384.0	cell phone	0.6266126412942365	0.3721629111381069
103	1419354.0	1996	760.0	912.0	297.0	cell phone	0.287144675525974	0.03121028743007503
104	1419834.0	1997	80.0	525.0	449.0	surroundings		
105	1419934.0	1998	80.0	668.0	435.0	others		
106	1420064.0	1999	140.0	754.0	424.0	others		
107	1420434.0	2000	160.0	728.0	24.0	others		
108	1420923.0	2001	540.0	967.0	354.0	cell phone	0.637581843680779	0.29537268366245745
109	1421433.0	2002	440.0	934.0	465.0	cell phone	0.5494181656076748	0.5908462211686456
110	1421833.0	2003	80.0	698.0	312.0	others		
111	1421953.0	2004	120.0	832.0	352.0	others		
112	1422153.0	2005	240.0	966.0	266.0	surroundings		
113	1430491.0	2006	480.0	969.0	367.0	cell phone	0.7074136950393836	0.2865361754131317
114	1431641.0	2007	100.0	1091.0	139.0	surroundings		
115	1432061.0	2008	340.0	1182.0	183.0	surroundings		
116	1432431.0	2009	360.0	1114.0	184.0	surroundings		
117	1433010.0	2010	120.0	1157.0	408.0	cell phone	0.6466666666666666	0.34296028880866425
118	1434630.0	2011	80.0	923.0	365.0	cell phone	0.37302712989745535	0.5070588488386417
119	1435120.0	2012	80.0	960.0	421.0	cell phone	0.514609393821551	0.5308516986248596
120	1437549.0	2013	80.0	926.0	245.0	surroundings		
121	1437939.0	2014	180.0	931.0	313.0	cell phone	0.33499815969476826	0.020095733995047917
122	1438419.0	2015	180.0	935.0	314.0	cell phone	0.3686922941288535	0.053440949923272266
123	1439209.0	2016	440.0	1002.0	296.0	surroundings		
124	1439569.0	2017	240.0	869.0	330.0	cell phone	0.2009131609099343	0.056210684393998386
125	1439799.0	2018	180.0	916.0	315.0	cell phone	0.1846426830700248	0.0738463162991972
126	1440079.0	2019	180.0	962.0	283.0	cell phone	0.2469970506367968	0.06399476479654173
127	1440719.0	2020	100.0	966.0	336.0	cell phone	0.2324948848109714	0.0735576095652936
128	1441079.0	2021	300.0	955.0	307.0	cell phone	0.28487498414806944	0.015001480047418787
129	1441608.0	2022	360.0	982.0	326.0	cell phone	0.4164215867586215	0.046669511309386034
130	1441918.0	2023	220.0	880.0	347.0	cell phone	0.21290573725337286	0.06572582599643552
131	1442118.0	2024	140.0	865.0	359.0	cell phone	0.3033025310378685	0.08859774197984492
132	1442248.0	2025	80.0	915.0	334.0	cell phone	0.4419388431278298	0.056356682464674006
133	1442478.0	2026	100.0	895.0	356.0	cell phone	0.389361785731516	0.07588544541199911
134	1442588.0	2027	80.0	862.0	363.0	cell phone	0.2788791535846431	0.08651696849039486
135	1442898.0	2028	220.0	1020.0	346.0	cell phone	0.758889271114533	0.03990847112125618
136	1443108.0	2029	120.0	867.0	373.0	cell phone	0.05520990595408647	0.3463544020922175
137	1443258.0	2030	140.0	923.0	369.0	cell phone	0.2478965533308905	0.0497962376529418
138	1443398.0	2031	100.0	974.0	353.0	cell phone	0.34336180564227164	0.048041999509892255
139	1443648.0	2032	120.0	1012.0	344.0	cell phone	0.4924471299093656	0.06497622820919176
140	1443878.0	2033	260.0	1035.0	299.0	cell phone	0.6568138856935791	0.06252491350051648
141	1446557.0	2034	60.0	957.0	347.0	cell phone	0.4093068631874859	0.08071886787981833
142	1448417.0	2035	260.0	930.0	360.0	cell phone	0.4609303265418039	0.05729161156001075
143	1450866.0	2036	120.0	932.0	266.0	cell phone	0.526470180655307	0.0827739550937182
144	1451126.0	2037	120.0	1012.0	386.0	cell phone	0.582108434588179	0.5468105597765771
145	1451416.0	2038	180.0	1117.0	323.0	cell phone	0.8968744406391339	0.5189491474794319
146	1452916.0	2039	140.0	1026.0	410.0	cell phone	0.6686361521106562	0.5641453203524794
147	1453126.0	2040	160.0	1049.0	398.0	cell phone	0.7316831117740116	0.5739088260263479
148	1454166.0	2041	80.0	954.0	311.0	cell phone	0.6209327445562247	0.2740378032347121
149	1455635.0	2042	140.0	957.0	235.0	cell phone	0.4195641478310773	0.09290623312339698
150	1455855.0	2043	260.0	965.0	258.0	cell phone	0.5846999453416475	0.15206255937163687
151	1456045.0	2044	80.0	1030.0	316.0	cell phone	0.6092082704606975	0.2824796504795409
152	1456265.0	2045	200.0	1016.0	380.0	cell phone	0.6598890942698706	0.5148514851485149
153	1456595.0	2046	420.0	1069.0	343.0	cell phone	0.7898442192865519	0.5153083274411062
154	1457105.0	2047	400.0	1081.0	327.0	cell phone	0.8034039168683715	0.481837580548417
155	1457885.0	2048	760.0	1027.0	358.0	cell phone	0.6260841982578886	0.5339282770767976
156	1458465.0	2049	160.0	1004.0	367.0	cell phone	0.6840480288943407	0.5163743972488154
157	1459934.0	2050	260.0	930.0	288.0	cell phone	0.482897384305835	0.02974504249291785
158	1462684.0	2051	200.0	1054.0	421.0	cell phone	0.6845842240523953	0.6036309376050447
159	1463093.0	2052	100.0	1002.0	279.0	cell phone	0.6821192052980133	0.2828282828282828
160	1463313.0	2053	220.0	861.0	399.0	cell phone	0.19546725442043664	0.4414704876237781
161	1463523.0	2054	80.0	939.0	388.0	cell phone	0.5155642023346303	0.424597364568082
162	1463773.0	2055	180.0	931.0	379.0	cell phone	0.4475374732334047	0.4236311239193084
163	1463953.0	2056	140.0	1023.0	380.0	cell phone	0.6645719332616195	0.4233406052552154
164	1464393.0	2057	100.0	1026.0	307.0	cell phone	0.6026683565102461	0.2474577570953788
165	1464803.0	2058	80.0	949.0	333.0	cell phone	0.5129286225553955	0.04778837905101676
166	1465023.0	2059	120.0	963.0	341.0	cell phone	0.6411889596602972	0.07854984894259819
167	1465194.0	2060	160.0	960.0	320.0	cell phone	0.6990538714611624	0.06259641812549725
168	1465503.0	2061	80.0	897.0	347.0	cell phone	0.4326710816777042	0.07886904761904763
169	1465923.0	2062	160.0	1001.0	313.0	cell phone	0.6192660550458715	0.04398826979472141
170	1466423.0	2063	120.0	1051.0	424.0	cell phone	0.6958550836976358	0.274482450244641
171	1468212.0	2064	180.0	1077.0	381.0	cell phone	0.592896174863388	0.5680119581464873
172	1468542.0	2065	80.0	1057.0	319.0	cell phone	0.6827972362006135	0.3989141211574928
173	1468792.0	2066	220.0	1079.0	311.0	cell phone	0.686265693903749	0.3244163793776192
174	1469302.0	2067	120.0	1020.0	242.0	others		
175	1469812.0	2068	140.0	954.0	328.0	others		
176	1470162.0	2069	200.0	969.0	375.0	cell phone	0.40102081488517305	0.11826008318095325
177	1470462.0	2070	80.0	935.0	312.0	cell phone	0.6577703819530047	0.012522266795633352
178	1470861.0	2071	120.0	898.0	366.0	cell phone	0.6061810840197036	0.0680023262212805
179	1471021.0	2072	80.0	983.0	366.0	cell phone	0.6748785831578611	0.06653783837913714
180	1471141.0	2073	120.0	921.0	363.0	cell phone	0.4194751291748142	0.059112304355415875
181	1471311.0	2074	180.0	790.0	352.0	cell phone	0.4711864406779661	0.0049504950495049506
182	1471641.0	2075	280.0	895.0	380.0	cell phone	0.2509390780111747	0.06842365227810368
183	1472171.0	2076	220.0	963.0	368.0	cell phone	0.6165162829383736	0.06032975647265928
184	1472421.0	2077	160.0	1011.0	381.0	cell phone	0.7180363709074028	0.06606454602089806
185	1472591.0	2078	140.0	954.0	385.0	cell phone	0.7201565557729941	0.05930807248764415
186	1474141.0	2079	200.0	985.0	380.0	cell phone	0.7931889575580074	0.4626693335514323
187	1474691.0	2080	100.0	881.0	375.0	cell phone	0.3262482449722876	0.5259838840535142
188	1474860.0	2081	160.0	966.0	334.0	cell phone	0.5405933722872449	0.42574203311999137
189	1475640.0	2082	120.0	949.0	387.0	cell phone	0.6217425106711979	0.4582709070611308
190	1475880.0	2083	240.0	1023.0	393.0	cell phone	0.7612244897959184	0.4887640449438202
191	1476060.0	2084	80.0	980.0	408.0	cell phone	0.6599733371823533	0.5391839364813474
192	1476218.0	2085	180.0	963.0	397.0	cell phone	0.7501349421762863	0.5327316844048428
193	1476430.0	2086	220.0	982.0	384.0	cell phone	0.6502732240437158	0.5206043956043956
194	1476620.0	2087	120.0	969.0	373.0	cell phone	0.7325531468173965	0.5263346640907439
195	1477020.0	2088	80.0	928.0	228.0	cell phone	0.6201378748474067	0.11537304094678162
196	1477180.0	2089	120.0	929.0	259.0	cell phone	0.5962101072349993	0.09561209591927476
197	1477480.0	2090	200.0	944.0	312.0	cell phone	0.4563894325130191	0.2024524450542317
198	1477660.0	2091	80.0	898.0	352.0	cell phone	0.5069164712710044	0.20915559309497747
199	1477800.0	2092	120.0	929.0	326.0	cell phone	0.5620803199513785	0.16557633496928856
200	1478170.0	2093	580.0	948.0	342.0	cell phone	0.5901461801739288	0.18692627621482824
201	1478750.0	2094	140.0	942.0	389.0	cell phone	0.4333247603054759	0.1916317904631588
202	1478899.0	2095	120.0	903.0	442.0	cell phone	0.39135039273579225	0.2056039072313721
203	1479019.0	2096	80.0	1040.0	387.0	cell phone	0.7025319057464551	0.15097593334800827
204	1479329.0	2097	300.0	989.0	377.0	cell phone	0.7696327446226905	0.18502399872610245
205	1479639.0	2098	280.0	1007.0	393.0	cell phone	0.8052530453858802	0.16373568153696627
206	1480029.0	2099	100.0	909.0	400.0	cell phone	0.4964656030602527	0.16387575733939486
207	1480409.0	2100	500.0	997.0	413.0	cell phone	0.5497988919259756	0.20158399985272807
208	1480979.0	2101	80.0	1091.0	366.0	cell phone	0.7656565656565657	0.17894736842105266
209	1481489.0	2102	140.0	1031.0	374.0	cell phone	0.8352851517710717	0.2784956109109551
210	1481749.0	2103	140.0	967.0	392.0	cell phone	0.8244434451843934	0.2579595448867792
211	1482009.0	2104	140.0	963.0	439.0	cell phone	0.7094521585310538	0.3223453134848829
212	1482469.0	2105	100.0	1196.0	348.0	surroundings		
213	1482729.0	2106	340.0	1049.0	481.0	surroundings		
214	1483158.0	2107	200.0	1033.0	325.0	others		
215	1485098.0	2108	160.0	1076.0	402.0	surroundings		
216	1485268.0	2109	80.0	1060.0	381.0	surroundings		
217	1485478.0	2110	160.0	1052.0	386.0	surroundings		
218	1485998.0	2111	120.0	1019.0	330.0	cell phone	0.9552997763473798	0.4391496106998402
219	1488107.0	2112	220.0	1138.0	434.0	surroundings		
220	1491816.0	2113	120.0	1053.0	428.0	cell phone	0.6626865671641791	0.5102685624012638
221	1492186.0	2114	100.0	948.0	460.0	cell phone	0.3433734939759036	0.5721153846153846
222	1492596.0	2115	240.0	1021.0	442.0	cell phone	0.5323529411764706	0.5135566188197768
223	1492916.0	2116	80.0	965.0	471.0	cell phone	0.5536105032822757	0.4976887519260401
224	1495465.0	2117	140.0	1067.0	297.0	cell phone	0.8297362110311751	0.1791044776119403
225	1495755.0	2118	160.0	1038.0	461.0	cell phone	0.7692307692307693	0.498371335504886
226	1498325.0	2119	100.0	1059.0	399.0	cell phone	0.9381582354448768	0.6063646511445093
227	1500035.0	2120	80.0	1096.0	440.0	surroundings		
228	1500245.0	2121	260.0	1111.0	445.0	surroundings		
229	1500724.0	2122	260.0	1080.0	399.0	surroundings		
230	1501404.0	2123	620.0	903.0	300.0	cell phone	0.6091466509481385	0.229846173147703
231	1501924.0	2124	180.0	1044.0	372.0	cell phone	0.8914560655856376	0.3126558577643752
232	1502374.0	2125	280.0	967.0	299.0	cell phone	0.6366401445979533	0.2024816041799931
233	1502594.0	2126	120.0	990.0	411.0	cell phone	0.6483678950782534	0.4650311681563194
234	1502844.0	2127	340.0	985.0	388.0	cell phone	0.5759881666154597	0.4936619218204222
235	1503704.0	2128	220.0	955.0	240.0	cell phone	0.3574868743538326	0.056561024420786185
236	1504054.0	2129	320.0	939.0	262.0	cell phone	0.3243921561228823	0.05616232372247865
237	1504384.0	2130	140.0	1028.0	438.0	cell phone	0.6892058114603743	0.5729385285606515
238	1504603.0	2131	260.0	1148.0	386.0	surroundings		
239	1504823.0	2132	100.0	946.0	420.0	cell phone	0.6247048672079377	0.5780131741261719
240	1506823.0	2133	260.0	1101.0	412.0	cell phone	0.9799335876355132	0.5102076230085428
241	1512711.0	2134	200.0	1071.0	460.0	cell phone	0.8672933173719949	0.5934645019957522
242	1517280.0	2135	100.0	904.0	458.0	cell phone	0.4834782341061284	0.5728797350555757
243	1518020.0	2136	180.0	884.0	453.0	cell phone	0.6261143787410963	0.5848756119433921
244	1518700.0	2137	180.0	887.0	448.0	cell phone	0.3143088239886388	0.6353280553869031
245	1520340.0	2138	100.0	1029.0	395.0	cell phone	0.8441395567254101	0.5687469700140717
246	1520969.0	2139	120.0	927.0	418.0	cell phone	0.6752305787562776	0.5704618384279215
247	1521339.0	2140	100.0	966.0	448.0	cell phone	0.6559913807910995	0.5608974267311759
248	1521829.0	2141	600.0	963.0	461.0	cell phone	0.6409600745145988	0.5399603326076052
249	1522279.0	2142	100.0	974.0	448.0	cell phone	0.7026419469080059	0.5750903438461417
250	1522449.0	2143	200.0	995.0	459.0	cell phone	0.7787631235384419	0.5070328028058327
251	1522669.0	2144	160.0	940.0	474.0	cell phone	0.5901146156158948	0.5576725133857803
252	1522859.0	2145	180.0	992.0	443.0	cell phone	0.7369809349680234	0.5091347483219555
253	1523189.0	2146	280.0	958.0	445.0	cell phone	0.6498126045634958	0.5517464636584735
254	1523979.0	2147	1260.0	848.0	484.0	cell phone	0.4041126405816824	0.5960353331143136
255	1524729.0	2148	200.0	990.0	458.0	cell phone	0.7701052391906036	0.469340637824502
256	1525038.0	2149	380.0	913.0	484.0	cell phone	0.5284648239783464	0.6579807875154278
257	1525628.0	2150	780.0	899.0	503.0	cell phone	0.3712435976055492	0.7558350861235341
258	1526378.0	2151	560.0	962.0	183.0	cell phone	0.5513428427349092	0.10062786103036246
259	1526728.0	2152	120.0	1006.0	251.0	cell phone	0.7457959369975722	0.14952146961421128
260	1527048.0	2153	320.0	1004.0	222.0	cell phone	0.8042759832494057	0.08887411706402126
261	1527778.0	2154	980.0	901.0	488.0	cell phone	0.3817733990147783	0.6900584795321637
262	1528598.0	2155	620.0	926.0	507.0	cell phone	0.43796012395808254	0.6953075521111902
263	1529098.0	2156	340.0	983.0	447.0	cell phone	0.6636620726004657	0.5928244356646699
264	1529397.0	2157	220.0	828.0	461.0	cell phone	0.33058592079765003	0.5718077546668581
265	1529927.0	2158	800.0	908.0	506.0	cell phone	0.6103138653528207	0.5638920680195209
266	1530527.0	2159	360.0	842.0	524.0	cell phone	0.3538514475745398	0.634753839808897
267	1530797.0	2160	140.0	913.0	498.0	cell phone	0.6565871392456656	0.5966666155276593
268	1531087.0	2161	400.0	906.0	465.0	cell phone	0.5611108997068829	0.582298751518917
269	1531467.0	2162	320.0	950.0	484.0	cell phone	0.7617218044860669	0.5569606537938152
270	1531697.0	2163	100.0	874.0	545.0	cell phone	0.5241032176595359	0.6417154261117125
271	1531977.0	2164	100.0	890.0	512.0	cell phone	0.5027899828349393	0.6087424899405954
272	1532337.0	2165	500.0	908.0	489.0	cell phone	0.5376902980713917	0.5885348557089257
273	1532897.0	2166	500.0	855.0	295.0	cell phone	0.36603330870195855	0.18084400596019887
274	1533226.0	2167	120.0	848.0	267.0	cell phone	0.3567050910309221	0.16715541055144534
275	1533556.0	2168	180.0	942.0	490.0	cell phone	0.5115467798840128	0.5550298992146466
276	1533996.0	2169	140.0	833.0	259.0	cell phone	0.4881223132032517	0.16186104423729605
277	1534146.0	2170	80.0	920.0	474.0	cell phone	0.5599022004889975	0.5308441558441559
278	1534276.0	2171	100.0	879.0	474.0	cell phone	0.4733838126323998	0.5549125805926624
279	1534626.0	2172	560.0	892.0	481.0	cell phone	0.4990951492113288	0.5104462164072091
280	1535206.0	2173	320.0	858.0	260.0	cell phone	0.5374643441407588	0.14498632699418984
281	1535626.0	2174	400.0	965.0	505.0	cell phone	0.5182798333230351	0.6606675437923523
282	1536076.0	2175	340.0	975.0	492.0	cell phone	0.5961122423872814	0.6604799400346942
283	1536356.0	2176	160.0	862.0	515.0	cell phone	0.3290698225447328	0.6087888842035094
284	1536736.0	2177	580.0	978.0	466.0	cell phone	0.7425881618043899	0.5431786555573643
285	1537275.0	2178	380.0	865.0	233.0	cell phone	0.6071092390304622	0.14613045539983166
286	1539755.0	2179	4459.0	890.0	504.0	cell phone	0.38065232705691854	0.6107972080990094
287	1542334.0	2180	580.0	827.0	275.0	cell phone	0.16754871706549354	0.16838870851526408
288	1542934.0	2181	540.0	934.0	447.0	cell phone	0.4594425758415394	0.447969655015015
289	1544674.0	2182	2679.0	933.0	349.0	cell phone	0.5631054669919571	0.07354007828678677
290	1546273.0	2183	340.0	907.0	498.0	cell phone	0.5758226107198001	0.7085985450685378
291	1547803.0	2184	2359.0	938.0	334.0	cell phone	0.6542857142857142	0.050314465408805034
292	1549283.0	2185	560.0	914.0	471.0	cell phone	0.4610768473648757	0.4829343222820592
293	1550482.0	2186	80.0	181.0	135.0	building		
294	1550902.0	2187	360.0	724.0	159.0	surroundings		
295	1551282.0	2188	360.0	733.0	169.0	surroundings		
296	1551982.0	2189	520.0	948.0	448.0	cell phone	0.7506322609618651	0.5289327005524552
297	1552642.0	2190	720.0	964.0	290.0	cell phone	0.439452521871662	0.047747380032261005
298	1553282.0	2191	440.0	914.0	333.0	cell phone	0.4825384529184242	0.10613994042163498
299	1553632.0	2192	180.0	1045.0	413.0	cell phone	0.4785710704368028	0.3411370802590564
300	1553961.0	2193	320.0	975.0	450.0	cell phone	0.5850937215636426	0.4659368661381076
301	1554761.0	2194	800.0	1008.0	477.0	cell phone	0.648244076190624	0.5909609956603112
302	1555511.0	2195	560.0	987.0	453.0	cell phone	0.5719596541628957	0.5892263143995847
303	1556391.0	2196	1080.0	892.0	310.0	cell phone	0.2568717324267026	0.07493302941123972
304	1557141.0	2197	360.0	1001.0	459.0	cell phone	0.8390696909127814	0.6592533504304624
305	1557471.0	2198	100.0	779.0	71.0	cell phone	0.3004285439076901	0.06504992705495663
306	1557701.0	2199	320.0	851.0	180.0	cell phone	0.3728726791060878	0.08186263261379934
307	1558080.0	2200	360.0	1024.0	242.0	cell phone	0.8893974855819852	0.06579186223522036
308	1558450.0	2201	220.0	982.0	506.0	cell phone	0.8881691801531476	0.6570894549258888
309	1558740.0	2202	160.0	898.0	204.0	cell phone	0.7110043747705072	0.1200242269198422
310	1559400.0	2203	1120.0	865.0	343.0	cell phone	0.192171543674185	0.08197206469919753
311	1560120.0	2204	240.0	1009.0	510.0	cell phone	0.8357762976309739	0.7496318333025703
312	1561040.0	2205	1560.0	898.0	348.0	cell phone	0.4545396160739416	0.6871119349079382
313	1562179.0	2206	680.0	981.0	390.0	cell phone	0.7148989042972523	0.5642132362400644
314	1562669.0	2207	260.0	903.0	466.0	cell phone	0.6250501785327011	0.6198394903641281
315	1562909.0	2208	140.0	853.0	333.0	cell phone	0.4121592313936309	0.3898854834789681
316	1563289.0	2209	580.0	878.0	259.0	cell phone	0.573352799380079	0.09924240038673733
317	1563909.0	2210	580.0	928.0	420.0	cell phone	0.7024647887323944	0.5064935064935064
318	1564509.0	2211	580.0	901.0	398.0	cell phone	0.4727438999247947	0.4553278842123429
319	1565109.0	2212	580.0	905.0	240.0	cell phone	0.568709597564661	0.11108910481562287
320	1565849.0	2213	880.0	898.0	300.0	cell phone	0.20332496037331987	0.05252274958091563
321	1566608.0	2214	600.0	861.0	344.0	surroundings		
322	1567098.0	2215	160.0	988.0	428.0	cell phone	0.5914595927138621	0.2999955658457389
323	1567388.0	2216	260.0	897.0	417.0	cell phone	0.5337734347056668	0.5801592933720999
324	1567598.0	2217	120.0	928.0	436.0	cell phone	0.6822287483508762	0.6029741687025634
325	1568138.0	2218	920.0	851.0	425.0	cell phone	0.5802316040354251	0.5371261041897747
326	1569418.0	2219	1440.0	916.0	427.0	cell phone	0.4894688029659131	0.4585279493113361
327	1570257.5	2220	200.0	882.0	329.0	cell phone	0.4481330526019081	0.4197191297340592
328	1570857.0	2221	800.0	866.0	231.0	surroundings		
329	1572447.0	2222	100.0	885.0	163.0	building		
330	1572617.0	2223	200.0	800.0	195.0	building		
331	1572807.0	2224	140.0	761.0	161.0	building		
332	1573177.0	2225	280.0	1048.0	161.0	building		
333	1573747.0	2226	300.0	932.0	290.0	cell phone	0.6016192073023037	0.4124199864591429
334	1574097.0	2227	360.0	840.0	100.0	cell phone	0.4062034321982528	0.11069410443369664
335	1575956.0	2228	3319.0	915.0	137.0	cell phone	0.5213659264871364	0.1396095333677227
336	1577976.0	2229	640.0	944.0	362.0	cell phone	0.5218579234972678	0.586709886547812
337	1578875.0	2230	920.0	823.0	128.0	cell phone	0.36978251912148574	0.12635849936211793
338	1579895.0	2231	1000.0	902.0	338.0	cell phone	0.5644698404622821	0.5706140443107746
339	1580655.0	2232	240.0	848.0	84.0	cell phone	0.4680969432108295	0.09103554361771453
340	1582025.0	2233	100.0	1029.0	52.0	building		
341	1583315.0	2234	160.0	997.0	382.0	cell phone	0.5662659527084603	0.3604607601484255
342	1583534.0	2235	240.0	885.0	237.0	cell phone	0.4025283990504721	0.200763572058984
343	1584774.0	2236	2139.0	938.0	324.0	cell phone	0.5882844137374758	0.5333880391512646
344	1586984.0	2237	2199.0	986.0	350.0	cell phone	0.6389976704195549	0.5841076321641246
345	1588323.0	2238	220.0	1000.0	132.0	cell phone	0.6156615177112793	0.045560059895014285
346	1588843.0	2239	700.0	933.0	444.0	cell phone	0.7443843136764455	0.5522104645401691
347	1589603.0	2240	660.0	936.0	467.0	cell phone	0.6956378883077187	0.6181541872028203
348	1590213.0	2241	480.0	828.0	232.0	cell phone	0.1656850769627133	0.08820407588748308
